1,0,0.00
5,0,0.00
9,0,0.00
13,0,0.00
17,0,0.00
21,0,0.00
25,0,0.00
29,0,0.00
33,0,0.00
37,0,0.00
41,0,0.00
45,0,0.00
49,0,0.00
53,0,0.00
57,0,0.00
61,0,0.00
65,0,0.00
69,0,0.00
73,0,0.00
77,0,0.00
81,0,0.00
85,0,0.00
89,0,0.00
93,0,0.00
97,0,0.00
101,0,0.00
105,0,0.00
109,0,0.00
113,0,0.00
117,0,0.00
121,0,0.00
125,0,0.00
129,0,0.00
133,0,0.00
137,0,0.00
141,0,0.00
145,0,0.00
149,0,0.00
153,0,0.00
157,0,0.00
161,0,0.00
165,0,0.00
169,0,0.00
173,0,0.00
177,0,0.00
181,0,0.00
185,0,0.00
189,0,0.00
193,0,0.00
197,0,0.00
201,0,0.00
205,0,0.00
209,0,0.00
213,0,0.00
217,0,0.00
221,0,0.00
225,0,0.00
229,0,0.00
233,0,0.00
237,0,0.00
241,0,0.00
245,0,0.00
249,0,0.00
253,0,0.00
257,0,0.00
261,0,0.00
265,0,0.00
269,0,0.00
273,0,0.00
277,0,0.00
281,0,0.00
285,0,0.00
289,0,0.00
293,0,0.00
297,0,0.00
301,0,0.00
305,0,0.00
309,0,0.00
313,0,0.00
317,0,0.00
321,0,0.00
325,0,0.00
329,0,0.00
333,0,0.00
337,0,0.00
341,0,0.00
345,0,0.00
349,0,0.00
353,0,0.00
357,0,0.00
361,0,0.00
365,0,0.00
369,0,0.00
373,0,0.00
377,0,0.00
381,0,0.00
385,0,0.00
389,0,0.00
393,0,0.00
397,0,0.00
401,0,0.00
405,0,0.00
409,0,0.00
413,0,0.00
417,0,0.00
421,0,0.00
425,0,0.00
429,0,0.00
433,0,0.00
437,0,0.00
441,0,0.00
445,0,0.00
449,0,0.00
453,0,0.00
457,0,0.00
461,0,0.00
465,0,0.00
469,0,0.00
473,0,0.00
477,0,0.00
481,0,0.00
485,0,0.00
489,0,0.00
493,0,0.00
497,0,0.00
501,0,0.00
505,0,0.00
509,0,0.00
513,0,0.00
517,0,0.00
521,0,0.00
525,0,0.00
529,0,0.00
533,0,0.00
537,0,0.00
541,0,0.00
545,0,0.00
549,0,0.00
553,0,0.00
557,0,0.00
561,0,0.00
565,0,0.00
569,0,0.00
573,0,0.00
577,0,0.00
581,0,0.00
585,0,0.00
589,0,0.00
593,0,0.00
597,0,0.00
601,0,0.00
605,0,0.00
609,0,0.00
613,0,0.00
617,0,0.00
621,0,0.00
625,0,0.00
629,0,0.00
633,0,0.00
637,0,0.00
641,0,0.00
645,0,0.00
649,0,0.00
653,0,0.00
657,0,0.00
661,0,0.00
665,0,0.00
669,0,0.00
673,0,0.00
677,0,0.00
681,0,0.00
685,0,0.00
689,0,0.00
693,0,0.00
697,0,0.00
701,0,0.00
705,0,0.00
709,0,0.00
713,0,0.00
717,0,0.00
721,0,0.00
725,0,0.00
729,0,0.00
733,0,0.00
737,0,0.00
741,0,0.00
745,0,0.00
749,0,0.00
753,0,0.00
757,0,0.00
761,0,0.00
765,0,0.00
769,0,0.00
773,0,0.00
777,0,0.00
781,0,0.00
785,0,0.00
789,0,0.00
793,0,0.00
797,0,0.00
801,0,0.00
805,0,0.00
809,0,0.00
813,0,0.00
817,0,0.00
821,0,0.00
825,0,0.00
829,0,0.00
833,0,0.00
837,0,0.00
841,0,0.00
845,0,0.00
849,0,0.00
853,0,0.00
857,0,0.00
861,0,0.00
865,0,0.00
869,0,0.00
873,0,0.00
877,0,0.00
881,0,0.00
885,0,0.00
889,0,0.00
893,0,0.00
897,0,0.00
901,0,0.00
905,0,0.00
909,0,0.00
913,0,0.00
917,0,0.00
921,0,0.00
925,0,0.00
929,0,0.00
933,0,0.00
937,0,0.00
941,0,0.00
945,0,0.00
949,0,0.00
953,0,0.00
957,0,0.00
961,0,0.00
965,0,0.00
969,0,0.00
973,0,0.00
977,0,0.00
981,0,0.00
985,0,0.00
989,0,0.00
993,0,0.00
997,0,0.00
1001,0,0.00
1005,0,0.00
1009,0,0.00
1013,0,0.00
1017,0,0.00
1021,0,0.00
1025,0,0.00
1029,0,0.00
1033,0,0.00
1037,0,0.00
1041,0,0.00
1045,0,0.00
1049,0,0.00
1053,0,0.00
1057,0,0.00
1061,0,0.00
1065,0,0.00
1069,0,0.00
1073,0,0.00
1077,0,0.00
1081,0,0.00
1085,0,0.00
1089,0,0.00
1093,0,0.00
1097,0,0.00
1101,0,0.00
1105,0,0.00
1109,0,0.00
1113,0,0.00
1117,0,0.00
1121,0,0.00
1125,0,0.00
1129,0,0.00
1133,0,0.00
1137,0,0.00
1141,0,0.00
1145,0,0.00
1149,0,0.00
1153,0,0.00
1157,0,0.00
1161,0,0.00
1165,0,0.00
1169,0,0.00
1173,0,0.00
1177,0,0.00
1181,0,0.00
1185,0,0.00
1189,0,0.00
1193,0,0.00
1197,0,0.00
1201,0,0.00
1205,0,0.00
1209,0,0.00
1213,0,0.00
1217,0,0.00
1221,0,0.00
1225,0,0.00
1229,0,0.00
1233,0,0.00
1237,0,0.00
1241,0,0.00
1245,0,0.00
1249,0,0.00
1253,0,0.00
1257,0,0.00
1261,0,0.00
1265,0,0.00
1269,0,0.00
1273,0,0.00
1277,0,0.00
1281,0,0.00
1285,0,0.00
1289,0,0.00
1293,0,0.00
1297,0,0.00
1301,0,0.00
1305,0,0.00
1309,0,0.00
1313,0,0.00
1317,0,0.00
1321,0,0.00
1325,0,0.00
1329,0,0.00
1333,0,0.00
1337,0,0.00
1341,0,0.00
1345,0,0.00
1349,0,0.00
1353,0,0.00
1357,0,0.00
1361,0,0.00
1365,0,0.00
1369,0,0.00
1373,0,0.00
1377,0,0.00
1381,0,0.00
1385,0,0.00
1389,0,0.00
1393,0,0.00
1397,0,0.00
1401,0,0.00
1405,0,0.00
1409,0,0.00
1413,0,0.00
1417,0,0.00
1421,0,0.00
1425,0,0.00
1429,0,0.00
1433,0,0.00
1437,0,0.00
1441,0,0.00
1445,0,0.00
1449,0,0.00
1453,0,0.00
1457,0,0.00
1461,0,0.00
1465,0,0.00
1469,0,0.00
1473,0,0.00
1477,0,0.00
1481,0,0.00
1485,0,0.00
1489,0,0.00
1493,0,0.00
1497,0,0.00
1501,0,0.00
1505,0,0.00
1509,0,0.00
1513,0,0.00
1517,0,0.00
1521,0,0.00
1525,0,0.00
1529,0,0.00
1533,0,0.00
1537,0,0.00
1541,0,0.00
1545,0,0.00
1549,0,0.00
1553,0,0.00
1557,0,0.00
1561,0,0.00
1565,0,0.00
1569,0,0.00
1573,0,0.00
1577,0,0.00
1581,0,0.00
1585,0,0.00
1589,0,0.00
